,분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
470,교육/체험,종로구,"[돈의문박물관마을] 돈의문, 100년 마을의 비밀",2023-09-16~2023-10-29,돈의문박물관마을 곳곳,돈의문박물관마을,시민 누구나(중학생 이하 보호자 동반 권장),무료,,"<돈의문, 100년 마을의 비밀>은 돈의문박물관마을을 배경으로 한 야외 미션 게임입니다. 현장 키트와 스마트폰 앱/어플 '리얼월드'를 통해 플레이가 진행되며 홈페이지 예약 후 돈의문박물관마을에 방문해 참여하실 수 있습니다.  ※원활한 프로그램 예약 및 진행을 위해 아래 안내를 꼼꼼히 읽어주시기 바랍니다",,https://dmvillage.info/mission,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0a662fe8da3e41bcb1a118e27828a0eb&thumb=Y,2023-09-09,기관,00:00.0,00:00.0,기타,37.56882395,126.9685231,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143224&menuNo=200011
471,기타,영등포구,2023년 하반기 한강달빛야시장,2023-09-16~2023-10-22,여의도한강공원,서울시청,누구나,,,,,https://www.hangangmoonlightmarket.org,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3f82066c895b4309abb97965649eae3a&thumb=Y,2023-09-18,기관,00:00.0,00:00.0,기타,37.53287894,126.9291297,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143365&menuNo=200013
494,전시/미술,종로구,[한양도성박물관] 한양도성 성문 관리,2023-09-15~2023-10-29,한양도성박물관,한양도성박물관,누구나,,,,,https://museum.seoul.go.kr/scwm/NR_index.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cb806ec366814a7eb6cafb096184cd6f&thumb=Y,2023-09-26,기관,00:00.0,00:00.0,가족 문화행사,37.57285718,127.0085128,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143511&menuNo=200009
506,전시/미술,강남구,코리아나미술관 20주년 기념 국제기획전 [Step x Step],2023-09-14~2023-11-30,코리아나미술관,강남구청,누구나,"성인 4,000 원 학생 3,000 원 미술관 박물관 통합권 일반 6,000 원 학생 5,000 원","브루스 나우만 Bruce Nauman, 강서경 Suki Seokyeong Kang, 차이밍량 Tsai Ming l iang, 폴린 부드리 레나테 로렌츠 Pauline Boudry/Renate Lorenz, 클라라 리덴 Klara Liden, 신제현 Jehyun Shin, 에브리 오션 휴즈 Every Ocean Hughes",코리아나미술관 20주년 기념 국제기획전,코리아나미술관 20주년 기념 국제기획전,http://www.spacec.co.kr/gallery/gallery2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=26cd4b08d01f45daacebffb1f32f7d31&thumb=Y,2023-08-28,시민,00:00.0,00:00.0,기타,37.52406916,127.032811,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143024&menuNo=200009
507,축제-문화/예술,중구,서울야외도서관 책읽는 서울광장,2023-09-14~2023-11-12,서울광장,서울도서관,시민 누구나,,,,,https://lib.seoul.go.kr/bbs/content/3_58693,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=53e9899abd464990bc6e9920799ddbc0&thumb=Y,2023-09-11,기관,00:00.0,00:00.0,,37.56533387,126.9776978,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143263&menuNo=200010
520,전시/미술,종로구,수신자들 Receivers,2023-09-13~2023-10-21,서울시 종로구 종로33길 15 두산아트센터 1층,플랫폼창동61,전체연령,,,,,https://www.doosanartcenter.com/ko/exhibit/1556,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2040d233fa274247a335ca87d9cb9da4&thumb=Y,2023-09-14,시민,00:00.0,00:00.0,기타,37.57181233,127.0010001,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143324&menuNo=200009
528,교육/체험,영등포구,[창의예술교육센터] 영등포 탈수기 : 탈로 쓴 나의 수기,2023-09-12~2023-12-02,YDP 창의예술교육센터 및 영등포 지역 일대,영등포문화재단,[A반] 19세 이상 성인 (15명) [B반] 10세 이상 청소년 및 성인 (15명),,,,,https://www.ydpcf.or.kr/artexhibit/view.do?id=334,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a3c120da64914b44adec7dae5058dd31&thumb=Y,2023-09-20,기관,00:00.0,00:00.0,,37.5377136,126.8958028,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143409&menuNo=200011
529,교육/체험,관악구,[관악문화재단] 2023 청년 역량 강화 사업 넥스트 트랙 (Next Track),2023-09-12~2023-10-24,관악청년청(서울 관악구 남부순환로 1759),관악문화재단,글과 책에 관심있는 누구나,,,,,https://gfac.or.kr/site/main/archive/post/2023-%EC%B2%AD%EB%85%84-%EC%97%AD%EB%9F%89-%EA%B0%95%ED%99%94-%EC%82%AC%EC%97%85-%EB%84%A5%EC%8A%A4%ED%8A%B8-%ED%8A%B8%EB%9E%99-next-track-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EC%95%88%EB%82%B4,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=809bc7f6728c4bddb19cfb4c1375c4ac&thumb=Y,2023-09-21,기관,00:00.0,00:00.0,기타,37.46759765,126.9448709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143433&menuNo=200011
541,교육/체험,은평구,[구립증산정보도서관] 2023 사서와 함께하는 [꼼지락 북아트 동아리 3기],2023-09-11~2023-12-28,4층 문화강좌실,은평구청,초등학교 1 ~2 학년 10명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1787&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ea0324e09169417f8b76bc8e3328ecf9&thumb=Y,2023-09-06,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143180&menuNo=200011
542,교육/체험,은평구,[구립증산정보도서관] 2023 제2기 도서관이 들려주는 그림책 동아리,2023-09-11~2023-12-26,지하 1층 문화강좌실,은평구청,6~7세 유아 10명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1788&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=92c7dd78dabd4f7b8583fd23902fcc3e&thumb=Y,2023-09-06,기관,00:00.0,00:00.0,기타,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143181&menuNo=200011
543,교육/체험,중구,2023 세종예술아카데미 하반기 정규강좌 수강오픈!,2023-09-11~2023-12-07,세종예술아카데미,세종문화회관,프로그램별 상이,홈페이지 참고,,,,https://www.sejongpac.or.kr/portal/qestnar/qustnr/view.do?qustnrSn=1093&menuNo=200027&status=T&pageUnit=8&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ee30c7e2e549479f8b583689955c0dce&thumb=Y,2023-08-23,기관,00:00.0,00:00.0,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142890&menuNo=200011
549,교육/체험,노원구,[서울시립과학관] 2023 가을학기 과학관에 찾아온 '대학연구실',2023-09-10~2023-11-26,서울시립과학관 교육실,서울시립과학관,"중, 고등학생","강좌당 10,000원",,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=657,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=def2ef3f8a2548959c4e3b7047381f82&thumb=Y,2023-08-25,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143001&menuNo=200011
550,교육/체험,노원구,[서울시립과학관] 가족과학실험교실 '과학에 물들다' (9-10월),2023-09-10~2023-10-29,서울시립과학관 1~4교육실,서울시립과학관,초등 4학년 이상~ 성인(보호자 포함 2인 이상 신청가능) ,"1인당 10,000원",,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=654,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5ab866912f0841fd8d2c81f9f534e046&thumb=Y,2023-08-25,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143003&menuNo=200011
551,전시/미술,마포구,[서울은 미술관] 대학협력 공공미술 프로젝트,2023-09-10~2023-10-21,"청수교 앞 나무데크 광장, 한, 평 앞 골목, 정릉 마을 마당, 홍대 앞 레드로드, 프로타주 갤러리 등",서울시청,누구나,,,,,https://news.seoul.go.kr/culture/archives/520928,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dc95f0d45ef24130b2cba3a1341d9dae&thumb=Y,2023-09-15,기관,00:00.0,00:00.0,,37.54836626,126.9223037,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143351&menuNo=200009
555,교육/체험,서초구,2023 기술 입은 문화 예술교육 [효모 사운드클럽],2023-09-09~2023-12-02,심산기념문화센터 교육실 (서울특별시 서초구 사평대로 55),서초문화재단,초등학생 고학년(4학년~6학년),,,,,http://www.seochocf.or.kr/site/main/archive/post/2023-%EA%B8%B0%EC%88%A0-%EC%9E%85%EC%9D%80-%EB%AC%B8%ED%99%94-%EC%98%88%EC%88%A0%EA%B5%90%EC%9C%A1-%ED%9A%A8%EB%AA%A8-%EC%82%AC%EC%9A%B4%EB%93%9C%ED%81%B4%EB%9F%BD-%EC%B0%B8%EC%97%AC%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%95%88%EB%82%B4?cp=1&sortDirection=DESC&catId=7&metaCode1=GENERAL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8c1fb2fda9645fea61f3fb56ca56a55&thumb=Y,2023-07-20,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.49885315,126.9905157,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142491&menuNo=200011
556,교육/체험,은평구,[은평역사한옥박물관] 전통 목가구 제작 소목교실 3기,2023-09-09~2023-12-02,은평역사한옥박물관 목공실,은평역사한옥박물관,성인,"200,000원(재료비 별도)",,,,https://museum.ep.go.kr/education/education_child.asp?act=view&lec_idx=543&tar_idx=2&page=1&strSearch=&strSearch01=lec_name&strSearch02=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9f53ab3a223449faac9bdd6c61ed43ce&thumb=Y,2023-09-05,기관,00:00.0,00:00.0,,37.64040095,126.9380555,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143151&menuNo=200011
557,교육/체험,노원구,[서울시립과학관] 쉿! 미스터리 실험실,2023-09-09~2023-10-29,서울시립과학관 3층 로비,서울시립과학관,초등학교 3학년 이상~성인,"1팀당 3,000원",,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=661,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8b86f21b63644bfb8cc311c9c98a53df&thumb=Y,2023-08-25,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143004&menuNo=200011
573,교육/체험,서초구,"[2023 평생인문교육 프로그램] 우리의 작가, 그들의 시대",2023-09-08~2023-11-17,서초문화재단 1층 1교육실 (서초문화재단 서초구 사평대로 55),서초문화재단,관심있는 누구나,"수강료 40,000원(총 8회차)",,,,http://www.seochocf.or.kr/site/main/archive/post/%EC%84%9C%EC%B4%88%EB%AC%B8%ED%99%94%EC%9E%AC%EB%8B%A8%EA%B3%BC-%EC%A4%91%EC%95%99%EB%8C%80%ED%95%99%EA%B5%90-%EC%9D%B8%EB%AC%B8%EC%BD%98%ED%85%90%EC%B8%A0-%EC%97%B0%EA%B5%AC%EC%86%8C%EC%99%80-%ED%95%A8%EA%BB%98%ED%95%98%EB%8A%94-2023-%ED%8F%89%EC%83%9D%EC%9D%B8%EB%AC%B8%EA%B5%90%EC%9C%A1-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EC%9A%B0%EB%A6%AC%EC%9D%98-%EC%9E%91%EA%B0%80-%EA%B7%B8%EB%93%A4%EC%9D%98-%EC%8B%9C%EB%8C%80?cp=1&sortDirection=DESC&catId=7&metaCode1=GENERAL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ecd1705359cb45fba1c4f27e7c8322c3&thumb=Y,2023-08-30,기관,00:00.0,00:00.0,,37.49885315,126.9905157,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143072&menuNo=200011
574,전시/미술,종로구,[서울공예박물관] 서울아트위크 기념 특별전 《공예 다이얼로그》,2023-09-08~2023-11-12,서울공예박물관 전시1동 3층 기획전시실,서울공예박물관,모든 시민,무료,,,,https://craftmuseum.seoul.go.kr/exhibit/plan/view/109,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0736cc75a7f34744a97a2f6ceaef6a7f&thumb=Y,2023-09-01,기관,00:00.0,00:00.0,기타,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143108&menuNo=200009
575,기타,광진구,2023 한강불빛공연 드론라이트쇼,2023-09-08~2023-10-27,뚝섬한강공원 수변무대,서울시청,누구나,,,,,https://www.instagram.com/seouldroneshow_official/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d4b911b156634c4cbdbd7cb2bc4652f4&thumb=Y,2023-09-06,기관,00:00.0,00:00.0,기타,37.52936457,127.0739782,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143184&menuNo=200013
590,교육/체험,노원구,[서울시립과학관] 2023년 생태화그리기 가을학기,2023-09-07~2023-11-30,서울시립과학관 3층 1교육실,서울시립과학관,성인,"12강좌 60,000원",,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=651,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6653caf9bf6e4378a1ede91d6b145458&thumb=Y,2023-08-25,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143002&menuNo=200011
591,교육/체험,양천구,[2023 미감도서관 문화프로그램] 한국과 세계가 보이는 인물 역사,2023-09-07~2023-11-16,미감도서관 프로그램실,양천문화재단,초등 3~4학년,무료,,연도별 인물 중심으로 세계사와 우리나라 역사를 알아가는 프로그램,,https://lib.yangcheon.or.kr/libmigam/edusat/view.do?edu_idx=2983&prepage=%2Flibmigam%2Fedusat%2Flist.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eb96d9509b204de784fccedbae14c9b3&thumb=Y,2023-08-23,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.5389695,126.8654889,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142893&menuNo=200011
592,교육/체험,노원구,2023 노원문화원 초등학생 문화재탐방교실,2023-09-07~2023-10-26,탐방코스별 상이,노원문화원,노원구 관내 초등학교,,,,,https://www.nwcc.or.kr/main/main.php,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bfef8f639d95401e83d62c03a14b9ffe&thumb=Y,2023-06-30,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.62879899,127.0698009,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142202&menuNo=200011
593,기타,마포구,"[9-10월/서강도서관 어린이강좌] 라온북서, LaLa북",2023-09-07~2023-10-19,마포구립서강도서관 3층 세미나실,마포구청,어린이,없음,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=7287,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4692b9a863442038b503954f3f12a90&thumb=Y,2023-08-12,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142783&menuNo=200013
607,교육/체험,송파구,"2023 예술, 송송, 인생학교 여성편 [엄마배우 프로젝트]",2023-09-06~2023-12-05,"에즈에스아카데미학원 (백제고분로399, 슈퍼비)",송파문화재단,배우를 꿈꾸는 30~50대 여성 15명(송파?강동구민),,,,,https://www.songpafac.or.kr/notice_view.do?brd_seq=514&curPage=&searchtype=&keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1cfdaffe8ad9443f91deeceda530d00d&thumb=Y,2023-07-18,기관,00:00.0,00:00.0,여성 문화행사,37.50712659,127.1094413,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142461&menuNo=200011
608,교육/체험,마포구,2023 서교예술실험센터 공성장형 예술실험지원 [링크(LINK) 과정공유회 링킹(LINK-ING)],2023-09-06~2023-11-12,서교예술실험센터 외,중랑문화재단,예술실험에 관심 있는 누구나,,,,,https://www.sfac.or.kr/participation/sfac_program.do?eduGubunSel=&pageIndex=2&eduMstSeq=33069&eduScheSeq=&mode=VIEW&mstStatus=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=78675f9730ff41bf825933c7b71731d9&thumb=Y,2023-09-12,기관,00:00.0,00:00.0,,37.55246841,126.9209402,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143286&menuNo=200011
609,교육/체험,중구,[서울도서관] 손으로 말해요 - 초급 수어 교실,2023-09-06~2023-10-25,서울도서관 4층 사서교육장,서울도서관,누구나,,,,,https://lib.seoul.go.kr/lecture/applyDetail/4461,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca6e2b2b3884478996b510ce27bfbb4a&thumb=Y,2023-08-09,기관,00:00.0,00:00.0,기타,37.56631742,126.9778292,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142731&menuNo=200011
620,전시/미술,중구,[서울디자인재단] 럭스: 시적해상도,2023-09-05~2023-12-31,DDP 뮤지엄 2층 전시2관,서울디자인재단,누구나,"일반(만 24세 이상~만 65세 미만) 20,000원 청년(만 18세 이상~만 24세 미만) 15,000원 청소년(만12세이상 만18세미만) 10,000원 어린이(만6세이상 만12세 미만) 5,000원",,,,https://ddp.or.kr/index.html?menuno=240&siteno=2&bbsno=489&boardno=15&bbstopno=489&act=view&subno=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c9cd467299b466f96c0a2dd38a8e9c5&thumb=Y,2023-09-11,기관,00:00.0,00:00.0,기타,37.56681313,127.0096257,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143245&menuNo=200009
621,교육/체험,노원구,[서울시립과학관] 2023년 하반기 돋보기 및 맛보기 프로그램,2023-09-05~2023-12-22,서울시립과학관,서울시립과학관,"초등학교 3학년~ 고등학교 3학년의, 30명~100명 단체",입장료 외 별도 비용 없음,,,,https://science.seoul.go.kr/board/normal/read?menuId=21&bbsId=1&searchBbsCd=normal&searchSeq=1170&curPage=1&searchType=title&searchWord=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fd262a9aa4104c26ba2e8fde84f6e210&thumb=Y,2023-09-15,기관,00:00.0,00:00.0,,37.64199411,127.0774371,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143355&menuNo=200011
622,교육/체험,중구,국립극장 공연예술박물관 어린이 해설 및 견학 프로그램 [별별공연탐험대],2023-09-05~2023-12-01,"국립극장 공연예술박물관, 국립극장 해오름극장",국립극장,어린이,,,,,https://www.ntok.go.kr/kr/Museum/Programs/Details?courseId=3282&programType=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4205c385c5304e0d8285b9214ef8a231&thumb=Y,2023-09-03,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.55199491,126.9992673,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143127&menuNo=200011
